text@abp1975m	@abp1975m	1070.284	1071.771	какой рок они оживили?
text@abp1975m	@abp1975m	1072.271	1072.752	в каком?
text@abp1975m	@abp1975m	1073.093	1075.039	в каком месте они оживили какой рок?
text@abp1975m	@abp1975m	1075.481	1078.501	абсолютно просчитанная продюсерская // шляпа
text@abp1975m	@abp1975m	1087.812	1089.96	четвертый год молодцы да ну не не не
text@abp1975m	@abp1975m	1090.269	1091.604	ну я не знаю ну ну да на...
text@abp1975m	@abp1975m	1092.639	1093.098	слушай
text@abp1975m	@abp1975m	1094.028	1094.337	да /
text@abp1975m	@abp1975m	1094.503	1095.108	что они?
text@abp1975m	@abp1975m	1095.545	1105.151	я не знаю я еще раз говорю если мне расскажут секрет этого успеха я с удовольствием его послушаю но мне кажется / что в этом секрете их успеха очень много есть / ааа логичных просчитанных аргументов
text@abp1975m	@abp1975m	1105.475	1106.219	ну как тебе сказать?
text@abp1975m	@abp1975m	1107.397	1108.055	вот Beat...
text@abp1975m	@abp1975m	1108.699	1109.557	а вот Beatles
text@abp1975m	@abp1975m	1111.091	1125.706	вот потому что потому ч... / потому что был Beatles // был Beatles / уже / как созданный продукт существовал готовый // и к этому добавили грубо говоря / ценник приклеели это стоит вот столько и после этого это стало продаваться //
text@abp1975m	@abp1975m	1126.28	1127.43	но уже был готовый продукт
text@abp1975m	@abp1975m	1127.933	1128.897	Imagine Dragons //
text@abp1975m	@abp1975m	1129.483	1130.803	по крайней мере то что я слышал //
text@abp1975m	@abp1975m	1131.319	1134.7	это не означает что это был готовый продукт до того момента как к ним пришли продюсеры и сказали /
text@abp1975m	@abp1975m	1134.927	1135.611	сделайте вот так /
text@abp1975m	@abp1975m	1135.861	1139.381	а щас же типа у нас рока нет / а вы будете типа рок но с другой стороны это будет #нрзб# по-современному//
text@abp1975m	@abp1975m	1139.683	1140.457	#нрзб#
text@abp1975m	@abp1975m	1140.538	1142.143	да просто мне не нравится на самом деле не знаю //
text@abp1975m	@abp1975m	1142.498	1145.134	ааа вряд ли здесь есть какие-то объяснения теоретические //
text@abp1975m	@abp1975m	1145.473	1146.81	мне / не нравится
text@dyp1961m	@dyp1961m	831.91	834.342	три телепередачи которые ты смотрел когда был маленьким?
text@dyp1961m	@dyp1961m	845.378	847.623	прозвища которые у тебя были в школе или институте?
text@dyp1961m	@dyp1961m	851.578	854.382	плакаты которые висели у тебя в комнате когда ты был подростком?
text@dyp1961m	@dyp1961m	861.494	862.771	правда ли что ты дальтоник?
text@dyp1961m	@dyp1961m	864.682	865.616	ты служил в армии?
text@dyp1961m	@dyp1961m	869.441	871.008	когда и за что получил первый рубль?
text@dyp1961m	@dyp1961m	874.109	877.075	самый странный способ которым ты зарабатывал деньги в девяностых?
text@dyp1961m	@dyp1961m	879.018	880.829	в девяностых ты смотрел Кашпировского?
text@dyp1961m	@dyp1961m	883.322	885.064	когда у тебя появился первый компьютер?
text@dyp1961m	@dyp1961m	887.867	890.152	видеоигра в которую ты больше всего рубился на нем?
text@dyp1961m	@dyp1961m	906.065	909.776	годы учебы на / физика // что тебе дали?
text@dyp1961m	@dyp1961m	922.497	925.954	если бы ты не начал играть в КВН ты бы мог всю жизнь проработать физиком?
text@dyp1961m	@dyp1961m	942.696	945.962	в каком сейчас / состоянии находится отечественная физика?
text@dyp1961m	@dyp1961m	959.325	962.402	смеются ли ученые-физики над шутками из теории большого взрыва?
text@dyp1961m	@dyp1961m	982.787	984.365	в чём был гениален Стивен Хокинг?
text@dyp1961m	@dyp1961m	996.773	999.077	#смеется#
text@dyp1961m	@dyp1961m	999.112	1000.183	злодейство какое
text@dyp1961m	@dyp1961m	1000.206	1001.248	#смеется#
text@dyp1961m	@dyp1961m	1002.442	1004.182	что слушал в машине пока ехал сюда?
text@dyp1961m	@dyp1961m	1014.409	1018.343	как тебе может нравиться System Of A Down / и в то же время не нравиться Imagine Dragons?
text@dyp1961m	@dyp1961m	1056.423	1058.0	на этом мы прощаемся с Александром
text@dyp1961m	@dyp1961m	1068.504	1069.918	отлично они оживили рок
text@dyp1961m	@dyp1961m	1071.403	1072.723	да все слушали этот рэп
text@dyp1961m	@dyp1961m	1072.87	1074.412	риторический жест: подчеркивать ритм фразы
text@dyp1961m	@dyp1961m	1077.714	1083.608	сколько лет они шли их не слушали это / не Селена Гомез у которой миллиарды там просмотров на Ютубе //
text@dyp1961m	@dyp1961m	1083.631	1088.374	они как начали бомбить свою тему вот / там на третий четвертый год / добомбили молодцы
text@dyp1961m	@dyp1961m	1091.22	1093.714	ну в мире где там две недели песня живет
text@dyp1961m	@dyp1961m	1106.235	1109.161	вот Beatles тебе нравятся а Imagine g... Dragons не нравятся
text@dyp1961m	@dyp1961m	1109.183	1111.365	вот Beatles там никакого просчета не было да? 
text@dyp1961m	@dyp1961m	1111.393	1114.407	особенно когда в / в Штаты они ехали пластинки продавать
text@dyp1961m	@dyp1961m	1114.423	1114.834	нет? 
text@dyp1961m	@dyp1961m	1114.864	1116.413	вообще никакого просчета не было
words@dyp1961m	@dyp1961m	831.91	832.18	три
words@dyp1961m	@dyp1961m	832.18	832.45	телепередачи
words@dyp1961m	@dyp1961m	832.45	832.72	которые
words@dyp1961m	@dyp1961m	832.72	832.99	ты
words@dyp1961m	@dyp1961m	832.99	833.26	смотрел
words@dyp1961m	@dyp1961m	833.26	833.53	когда
words@dyp1961m	@dyp1961m	833.53	833.8	был
words@dyp1961m	@dyp1961m	833.8	834.07	маленьким
words@dyp1961m	@dyp1961m	834.07	834.342	?
words@dyp1961m	@dyp1961m	845.378	845.602	прозвища
words@dyp1961m	@dyp1961m	845.602	845.826	которые
words@dyp1961m	@dyp1961m	845.826	846.05	у
words@dyp1961m	@dyp1961m	846.05	846.274	тебя
words@dyp1961m	@dyp1961m	846.274	846.498	были
words@dyp1961m	@dyp1961m	846.498	846.722	в
words@dyp1961m	@dyp1961m	846.722	846.946	школе
words@dyp1961m	@dyp1961m	846.946	847.17	или
words@dyp1961m	@dyp1961m	847.17	847.394	институте
words@dyp1961m	@dyp1961m	847.394	847.623	?
words@dyp1961m	@dyp1961m	851.578	851.811	плакаты
words@dyp1961m	@dyp1961m	851.811	852.044	которые
words@dyp1961m	@dyp1961m	852.044	852.277	висели
words@dyp1961m	@dyp1961m	852.277	852.51	у
words@dyp1961m	@dyp1961m	852.51	852.743	тебя
words@dyp1961m	@dyp1961m	852.743	852.976	в
words@dyp1961m	@dyp1961m	852.976	853.209	комнате
words@dyp1961m	@dyp1961m	853.209	853.442	когда
words@dyp1961m	@dyp1961m	853.442	853.675	ты
words@dyp1961m	@dyp1961m	853.675	853.908	был
words@dyp1961m	@dyp1961m	853.908	854.141	подростком
words@dyp1961m	@dyp1961m	854.141	854.382	?
words@dyp1961m	@dyp1961m	861.494	861.706	правда
words@dyp1961m	@dyp1961m	861.706	861.918	ли
words@dyp1961m	@dyp1961m	861.918	862.13	что
words@dyp1961m	@dyp1961m	862.13	862.342	ты
words@dyp1961m	@dyp1961m	862.342	862.554	дальтоник
words@dyp1961m	@dyp1961m	862.554	862.771	?
words@dyp1961m	@dyp1961m	864.682	864.868	ты
words@dyp1961m	@dyp1961m	864.868	865.054	служил
words@dyp1961m	@dyp1961m	865.054	865.24	в
words@dyp1961m	@dyp1961m	865.24	865.426	армии
words@dyp1961m	@dyp1961m	865.426	865.616	?
words@dyp1961m	@dyp1961m	869.441	869.636	когда
words@dyp1961m	@dyp1961m	869.636	869.831	и
words@dyp1961m	@dyp1961m	869.831	870.026	за
words@dyp1961m	@dyp1961m	870.026	870.221	что
words@dyp1961m	@dyp1961m	870.221	870.416	получил
words@dyp1961m	@dyp1961m	870.416	870.611	первый
words@dyp1961m	@dyp1961m	870.611	870.806	рубль
words@dyp1961m	@dyp1961m	870.806	871.008	?
words@dyp1961m	@dyp1961m	874.109	874.405	самый
words@dyp1961m	@dyp1961m	874.405	874.701	странный
words@dyp1961m	@dyp1961m	874.701	874.997	способ
words@dyp1961m	@dyp1961m	874.997	875.293	которым
words@dyp1961m	@dyp1961m	875.293	875.589	ты
words@dyp1961m	@dyp1961m	875.589	875.885	зарабатывал
words@dyp1961m	@dyp1961m	875.885	876.181	деньги
words@dyp1961m	@dyp1961m	876.181	876.477	в
words@dyp1961m	@dyp1961m	876.477	876.773	девяностых
words@dyp1961m	@dyp1961m	876.773	877.075	?
words@dyp1961m	@dyp1961m	879.018	879.319	в
words@dyp1961m	@dyp1961m	879.319	879.62	девяностых
words@dyp1961m	@dyp1961m	879.62	879.921	ты
words@dyp1961m	@dyp1961m	879.921	880.222	смотрел
words@dyp1961m	@dyp1961m	880.222	880.523	Кашпировского
words@dyp1961m	@dyp1961m	880.523	880.829	?
words@dyp1961m	@dyp1961m	883.322	883.57	когда
words@dyp1961m	@dyp1961m	883.57	883.818	у
words@dyp1961m	@dyp1961m	883.818	884.066	тебя
words@dyp1961m	@dyp1961m	884.066	884.314	появился
words@dyp1961m	@dyp1961m	884.314	884.562	первый
words@dyp1961m	@dyp1961m	884.562	884.81	компьютер
words@dyp1961m	@dyp1961m	884.81	885.064	?
words@dyp1961m	@dyp1961m	887.867	888.095	видеоигра
words@dyp1961m	@dyp1961m	888.095	888.323	в
words@dyp1961m	@dyp1961m	888.323	888.551	которую
words@dyp1961m	@dyp1961m	888.551	888.779	ты
words@dyp1961m	@dyp1961m	888.779	889.007	больше
words@dyp1961m	@dyp1961m	889.007	889.235	всего
words@dyp1961m	@dyp1961m	889.235	889.463	рубился
words@dyp1961m	@dyp1961m	889.463	889.691	на
words@dyp1961m	@dyp1961m	889.691	889.919	нем
words@dyp1961m	@dyp1961m	889.919	890.152	?
words@dyp1961m	@dyp1961m	906.065	906.402	годы
words@dyp1961m	@dyp1961m	906.402	906.739	учебы
words@dyp1961m	@dyp1961m	906.739	907.076	на
words@dyp1961m	@dyp1961m	907.076	907.413	/
words@dyp1961m	@dyp1961m	907.413	907.75	физика
words@dyp1961m	@dyp1961m	907.75	908.087	/
words@dyp1961m	@dyp1961m	908.087	908.424	/
words@dyp1961m	@dyp1961m	908.424	908.761	что
words@dyp1961m	@dyp1961m	908.761	909.098	тебе
words@dyp1961m	@dyp1961m	909.098	909.435	дали
words@dyp1961m	@dyp1961m	909.435	909.776	?
words@dyp1961m	@dyp1961m	922.497	922.713	если
words@dyp1961m	@dyp1961m	922.713	922.929	бы
words@dyp1961m	@dyp1961m	922.929	923.145	ты
words@dyp1961m	@dyp1961m	923.145	923.361	не
words@dyp1961m	@dyp1961m	923.361	923.577	начал
words@dyp1961m	@dyp1961m	923.577	923.793	играть
words@dyp1961m	@dyp1961m	923.793	924.009	в
words@dyp1961m	@dyp1961m	924.009	924.225	КВН
words@dyp1961m	@dyp1961m	924.225	924.441	ты
words@dyp1961m	@dyp1961m	924.441	924.657	бы
words@dyp1961m	@dyp1961m	924.657	924.873	мог
words@dyp1961m	@dyp1961m	924.873	925.089	всю
words@dyp1961m	@dyp1961m	925.089	925.305	жизнь
words@dyp1961m	@dyp1961m	925.305	925.521	проработать
words@dyp1961m	@dyp1961m	925.521	925.737	физиком
words@dyp1961m	@dyp1961m	925.737	925.954	?
words@dyp1961m	@dyp1961m	942.696	943.058	в
words@dyp1961m	@dyp1961m	943.058	943.42	каком
words@dyp1961m	@dyp1961m	943.42	943.782	сейчас
words@dyp1961m	@dyp1961m	943.782	944.144	/
words@dyp1961m	@dyp1961m	944.144	944.506	состоянии
words@dyp1961m	@dyp1961m	944.506	944.868	находится
words@dyp1961m	@dyp1961m	944.868	945.23	отечественная
words@dyp1961m	@dyp1961m	945.23	945.592	физика
words@dyp1961m	@dyp1961m	945.592	945.962	?
words@dyp1961m	@dyp1961m	959.325	959.632	смеются
words@dyp1961m	@dyp1961m	959.632	959.939	ли
words@dyp1961m	@dyp1961m	959.939	960.246	ученые-физики
words@dyp1961m	@dyp1961m	960.246	960.553	над
words@dyp1961m	@dyp1961m	960.553	960.86	шутками
words@dyp1961m	@dyp1961m	960.86	961.167	из
words@dyp1961m	@dyp1961m	961.167	961.474	теории
words@dyp1961m	@dyp1961m	961.474	961.781	большого
words@dyp1961m	@dyp1961m	961.781	962.088	взрыва
words@dyp1961m	@dyp1961m	962.088	962.402	?
words@dyp1961m	@dyp1961m	982.787	983.012	в
words@dyp1961m	@dyp1961m	983.012	983.237	чём
words@dyp1961m	@dyp1961m	983.237	983.462	был
words@dyp1961m	@dyp1961m	983.462	983.687	гениален
words@dyp1961m	@dyp1961m	983.687	983.912	Стивен
words@dyp1961m	@dyp1961m	983.912	984.137	Хокинг
words@dyp1961m	@dyp1961m	984.137	984.365	?
words@dyp1961m	@dyp1961m	996.773	999.077	#смеется#
words@dyp1961m	@dyp1961m	999.112	999.647	злодейство
words@dyp1961m	@dyp1961m	999.647	1000.183	какое
words@dyp1961m	@dyp1961m	1000.206	1001.248	#смеется#
words@dyp1961m	@dyp1961m	1002.442	1002.659	что
words@dyp1961m	@dyp1961m	1002.659	1002.876	слушал
words@dyp1961m	@dyp1961m	1002.876	1003.093	в
words@dyp1961m	@dyp1961m	1003.093	1003.31	машине
words@dyp1961m	@dyp1961m	1003.31	1003.527	пока
words@dyp1961m	@dyp1961m	1003.527	1003.744	ехал
words@dyp1961m	@dyp1961m	1003.744	1003.961	сюда
words@dyp1961m	@dyp1961m	1003.961	1004.182	?
words@dyp1961m	@dyp1961m	1014.409	1014.616	как
words@dyp1961m	@dyp1961m	1014.616	1014.823	тебе
words@dyp1961m	@dyp1961m	1014.823	1015.03	может
words@dyp1961m	@dyp1961m	1015.03	1015.237	нравиться
words@dyp1961m	@dyp1961m	1015.237	1015.444	System
words@dyp1961m	@dyp1961m	1015.444	1015.651	Of
words@dyp1961m	@dyp1961m	1015.651	1015.858	A
words@dyp1961m	@dyp1961m	1015.858	1016.065	Down
words@dyp1961m	@dyp1961m	1016.065	1016.272	/
words@dyp1961m	@dyp1961m	1016.272	1016.479	и
words@dyp1961m	@dyp1961m	1016.479	1016.686	в
words@dyp1961m	@dyp1961m	1016.686	1016.893	то
words@dyp1961m	@dyp1961m	1016.893	1017.1	же
words@dyp1961m	@dyp1961m	1017.1	1017.307	время
words@dyp1961m	@dyp1961m	1017.307	1017.514	не
words@dyp1961m	@dyp1961m	1017.514	1017.721	нравиться
words@dyp1961m	@dyp1961m	1017.721	1017.928	Imagine
words@dyp1961m	@dyp1961m	1017.928	1018.135	Dragons
words@dyp1961m	@dyp1961m	1018.135	1018.343	?
words@dyp1961m	@dyp1961m	1056.423	1056.685	на
words@dyp1961m	@dyp1961m	1056.685	1056.947	этом
words@dyp1961m	@dyp1961m	1056.947	1057.209	мы
words@dyp1961m	@dyp1961m	1057.209	1057.471	прощаемся
words@dyp1961m	@dyp1961m	1057.471	1057.733	с
words@dyp1961m	@dyp1961m	1057.733	1058.0	Александром
words@dyp1961m	@dyp1961m	1068.504	1068.857	отлично
words@dyp1961m	@dyp1961m	1068.857	1069.21	они
words@dyp1961m	@dyp1961m	1069.21	1069.563	оживили
words@dyp1961m	@dyp1961m	1069.563	1069.918	рок
words@dyp1961m	@dyp1961m	1071.403	1071.667	да
words@dyp1961m	@dyp1961m	1071.667	1071.931	все
words@dyp1961m	@dyp1961m	1071.931	1072.195	слушали
words@dyp1961m	@dyp1961m	1072.195	1072.459	этот
words@dyp1961m	@dyp1961m	1072.459	1072.723	рэп
words@dyp1961m	@dyp1961m	1077.714	1077.994	сколько
words@dyp1961m	@dyp1961m	1077.994	1078.274	лет
words@dyp1961m	@dyp1961m	1078.274	1078.554	они
words@dyp1961m	@dyp1961m	1078.554	1078.834	шли
words@dyp1961m	@dyp1961m	1078.834	1079.114	их
words@dyp1961m	@dyp1961m	1079.114	1079.394	не
words@dyp1961m	@dyp1961m	1079.394	1079.674	слушали
words@dyp1961m	@dyp1961m	1079.674	1079.954	это
words@dyp1961m	@dyp1961m	1079.954	1080.234	/
words@dyp1961m	@dyp1961m	1080.234	1080.514	не
words@dyp1961m	@dyp1961m	1080.514	1080.794	Селена
words@dyp1961m	@dyp1961m	1080.794	1081.074	Гомез
words@dyp1961m	@dyp1961m	1081.074	1081.354	у
words@dyp1961m	@dyp1961m	1081.354	1081.634	которой
words@dyp1961m	@dyp1961m	1081.634	1081.914	миллиарды
words@dyp1961m	@dyp1961m	1081.914	1082.194	там
words@dyp1961m	@dyp1961m	1082.194	1082.474	просмотров
words@dyp1961m	@dyp1961m	1082.474	1082.754	на
words@dyp1961m	@dyp1961m	1082.754	1083.034	Ютубе
words@dyp1961m	@dyp1961m	1083.034	1083.314	/
words@dyp1961m	@dyp1961m	1083.314	1083.608	/
words@dyp1961m	@dyp1961m	1083.631	1083.927	они
words@dyp1961m	@dyp1961m	1083.927	1084.223	как
words@dyp1961m	@dyp1961m	1084.223	1084.519	начали
words@dyp1961m	@dyp1961m	1084.519	1084.815	бомбить
words@dyp1961m	@dyp1961m	1084.815	1085.111	свою
words@dyp1961m	@dyp1961m	1085.111	1085.407	тему
words@dyp1961m	@dyp1961m	1085.407	1085.703	вот
words@dyp1961m	@dyp1961m	1085.703	1085.999	/
words@dyp1961m	@dyp1961m	1085.999	1086.295	там
words@dyp1961m	@dyp1961m	1086.295	1086.591	на
words@dyp1961m	@dyp1961m	1086.591	1086.887	третий
words@dyp1961m	@dyp1961m	1086.887	1087.183	четвертый
words@dyp1961m	@dyp1961m	1087.183	1087.479	год
words@dyp1961m	@dyp1961m	1087.479	1087.775	/
words@dyp1961m	@dyp1961m	1087.775	1088.071	добомбили
words@dyp1961m	@dyp1961m	1088.071	1088.374	молодцы
words@dyp1961m	@dyp1961m	1091.22	1091.497	ну
words@dyp1961m	@dyp1961m	1091.497	1091.774	в
words@dyp1961m	@dyp1961m	1091.774	1092.051	мире
words@dyp1961m	@dyp1961m	1092.051	1092.328	где
words@dyp1961m	@dyp1961m	1092.328	1092.605	там
words@dyp1961m	@dyp1961m	1092.605	1092.882	две
words@dyp1961m	@dyp1961m	1092.882	1093.159	недели
words@dyp1961m	@dyp1961m	1093.159	1093.436	песня
words@dyp1961m	@dyp1961m	1093.436	1093.714	живет
words@dyp1961m	@dyp1961m	1106.235	1106.527	вот
words@dyp1961m	@dyp1961m	1106.527	1106.819	Beatles
words@dyp1961m	@dyp1961m	1106.819	1107.111	тебе
words@dyp1961m	@dyp1961m	1107.111	1107.403	нравятся
words@dyp1961m	@dyp1961m	1107.403	1107.695	а
words@dyp1961m	@dyp1961m	1107.695	1107.987	Imagine
words@dyp1961m	@dyp1961m	1107.987	1108.279	g...
words@dyp1961m	@dyp1961m	1108.279	1108.571	Dragons
words@dyp1961m	@dyp1961m	1108.571	1108.863	не
words@dyp1961m	@dyp1961m	1108.863	1109.161	нравятся
words@dyp1961m	@dyp1961m	1109.183	1109.425	вот
words@dyp1961m	@dyp1961m	1109.425	1109.667	Beatles
words@dyp1961m	@dyp1961m	1109.667	1109.909	там
words@dyp1961m	@dyp1961m	1109.909	1110.151	никакого
words@dyp1961m	@dyp1961m	1110.151	1110.393	просчета
words@dyp1961m	@dyp1961m	1110.393	1110.635	не
words@dyp1961m	@dyp1961m	1110.635	1110.877	было
words@dyp1961m	@dyp1961m	1110.877	1111.119	да
words@dyp1961m	@dyp1961m	1111.119	1111.365	?
words@dyp1961m	@dyp1961m	1111.393	1111.694	особенно
words@dyp1961m	@dyp1961m	1111.694	1111.995	когда
words@dyp1961m	@dyp1961m	1111.995	1112.296	в
words@dyp1961m	@dyp1961m	1112.296	1112.597	/
words@dyp1961m	@dyp1961m	1112.597	1112.898	в
words@dyp1961m	@dyp1961m	1112.898	1113.199	Штаты
words@dyp1961m	@dyp1961m	1113.199	1113.5	они
words@dyp1961m	@dyp1961m	1113.5	1113.801	ехали
words@dyp1961m	@dyp1961m	1113.801	1114.102	пластинки
words@dyp1961m	@dyp1961m	1114.102	1114.407	продавать
words@dyp1961m	@dyp1961m	1114.423	1114.628	нет
words@dyp1961m	@dyp1961m	1114.628	1114.834	?
words@dyp1961m	@dyp1961m	1114.864	1115.173	вообще
words@dyp1961m	@dyp1961m	1115.173	1115.482	никакого
words@dyp1961m	@dyp1961m	1115.482	1115.791	просчета
words@dyp1961m	@dyp1961m	1115.791	1116.1	не
words@dyp1961m	@dyp1961m	1116.1	1116.413	было
words@abp1975m	@abp1975m	835.424	835.77	Будильник
words@abp1975m	@abp1975m	835.77	836.116	/
words@abp1975m	@abp1975m	836.116	836.462	/
words@abp1975m	@abp1975m	836.462	836.808	я
words@abp1975m	@abp1975m	836.808	837.154	смотрел
words@abp1975m	@abp1975m	837.154	837.5	/
words@abp1975m	@abp1975m	837.5	837.851	/
words@abp1975m	@abp1975m	837.876	838.181	я
words@abp1975m	@abp1975m	838.181	838.486	смотрел
words@abp1975m	@abp1975m	838.486	838.791	спокойной
words@abp1975m	@abp1975m	838.791	839.096	ночи
words@abp1975m	@abp1975m	839.096	839.401	малыши
words@abp1975m	@abp1975m	839.401	839.706	/
words@abp1975m	@abp1975m	839.706	840.011	/
words@abp1975m	@abp1975m	840.411	840.647	и
words@abp1975m	@abp1975m	840.647	840.883	/
words@abp1975m	@abp1975m	840.883	841.119	/
words@abp1975m	@abp1975m	841.119	841.355	программу
words@abp1975m	@abp1975m	841.355	841.591	Время
words@abp1975m	@abp1975m	841.591	841.827	/
words@abp1975m	@abp1975m	841.827	842.069	/
words@abp1975m	@abp1975m	842.626	842.826	потому
words@abp1975m	@abp1975m	842.826	843.026	что
words@abp1975m	@abp1975m	843.026	843.226	ну
words@abp1975m	@abp1975m	843.226	843.426	все
words@abp1975m	@abp1975m	843.426	843.626	смотрели
words@abp1975m	@abp1975m	843.626	843.826	программу
words@abp1975m	@abp1975m	843.826	844.026	Время
words@abp1975m	@abp1975m	844.026	844.226	и
words@abp1975m	@abp1975m	844.226	844.426	я
words@abp1975m	@abp1975m	844.426	844.626	смотрел
words@abp1975m	@abp1975m	844.626	844.826	программу
words@abp1975m	@abp1975m	844.826	845.026	Время
words@abp1975m	@abp1975m	847.834	847.91	пух
words@abp1975m	@abp1975m	847.91	847.987	/
words@abp1975m	@abp1975m	848.285	848.453	всю
words@abp1975m	@abp1975m	848.453	848.621	жизнь
words@abp1975m	@abp1975m	848.621	848.789	был
words@abp1975m	@abp1975m	848.789	848.957	пухом
words@abp1975m	@abp1975m	848.957	849.125	/
words@abp1975m	@abp1975m	849.125	849.298	/
words@abp1975m	@abp1975m	849.849	850.071	до
